iter	RMSE
234	0.02210075348
235	0.02208637834
236	0.02207203433
237	0.02205745087
238	0.0220390712
239	0.02202096596
240	0.02198893236
241	0.02198264961
242	0.02196193796
243	0.02193653771
244	0.02191907412
245	0.02190604294
246	0.0218851317
247	0.02184613032
248	0.02182577274
249	0.02180575406
250	0.02178872882
251	0.02177743819
252	0.02176956429
253	0.02176413201
254	0.02175250033
255	0.02173594215
256	0.02172121789
257	0.02169276905
258	0.02167483226
259	0.02164722111
260	0.0216207799
261	0.02159639534
262	0.02158119615
263	0.02156998188
264	0.02155647208
265	0.02154469172
266	0.02152412943
267	0.02150354129
268	0.02148505932
269	0.0214645839
270	0.02145724545
271	0.02143528302
272	0.02141372643
273	0.02139552483
274	0.02137697972
275	0.0213643274
276	0.02132705545
277	0.02130963262
278	0.02129310957
279	0.02127789985
280	0.02125997166
281	0.02124393486
282	0.02123333848
283	0.02121533058
284	0.0211990336
285	0.0211915049
286	0.02117877523
287	0.02116570064
288	0.02115186285
289	0.02113826577
290	0.02113077984
291	0.02110724761
292	0.02109470666
293	0.02108119865
294	0.02106402592
295	0.02105387731
296	0.02103489297
297	0.02102195833
298	0.02100599322
299	0.02098803768
300	0.02097198989
301	0.02095443087
302	0.02093269179
303	0.02091408881
304	0.02089631951
305	0.0208915367
306	0.02086675322
307	0.02083948095
308	0.02082790935
309	0.02081490746
310	0.02079291493
311	0.02077611638
312	0.02074806858
313	0.0207352271
314	0.02071800809
315	0.0206982076
316	0.02068487591
317	0.0206778944
318	0.02066412823
319	0.02065504636
320	0.02063750408
321	0.0206232335
322	0.02059501684
323	0.02058108211
324	0.02057601821
325	0.02055998391
326	0.02054769123
327	0.02053381909
328	0.02052039761
329	0.0205076989
330	0.02050304353
331	0.0204921675
332	0.0204716484
333	0.02045332179
334	0.02042535441
335	0.02040461176
336	0.02038451385
337	0.0203733929
338	0.02034839102
339	0.02032250624
340	0.02030502924
341	0.02027499644
342	0.02026277744
343	0.02025030624
344	0.02022140378
345	0.02020994904
346	0.02019149219
347	0.02018370464
348	0.02017275888
349	0.02016255914
350	0.02015277871
351	0.02013789397
352	0.02012720664
353	0.02009886763
354	0.02008006912
355	0.02006753343
356	0.02003825617
357	0.0200297304
358	0.02001616205
359	0.0200095377
360	0.01998845385
361	0.01997950069
362	0.01995854534
363	0.01994385819
364	0.01994127563
365	0.0199242253
366	0.01991018634
367	0.0199007511
368	0.01989502096
369	0.01988206845
370	0.01986136991
371	0.0198483925
372	0.01984483104
373	0.0198290003
374	0.01980604439
375	0.01978608047
376	0.01977021204
377	0.01976294561
378	0.01975644815
379	0.01973994332
380	0.0197186707
381	0.01970852098
382	0.01969281748
383	0.01967847381
384	0.01966547136
385	0.0196519469
386	0.01963550715
387	0.01962200465
388	0.01961377151
389	0.01959534849
390	0.01956927022
391	0.01955499428
392	0.01953094494
393	0.01950459577
394	0.01948517786
395	0.01946856627
396	0.0194513552
397	0.0194347354
398	0.01942341076
399	0.019408967
400	0.01940246554
401	0.01938282795
402	0.0193731432
403	0.01935446749
404	0.01934518457
405	0.01933031634
406	0.01931004795
407	0.01929892854
408	0.01929379086
409	0.01927744498
410	0.01926942369
411	0.01925291715
412	0.01924561783
413	0.01922980855
414	0.01921911499
415	0.01920491938
416	0.01919551089
417	0.01918621812
418	0.01916723866
419	0.01915212678
420	0.01913081543
421	0.01911030565
422	0.01909339313
423	0.01907793498
424	0.01906101678
425	0.01904405142
426	0.01904187583
427	0.01902360378
428	0.01901760981
429	0.01901255325
430	0.0190017188
431	0.01899190708
432	0.01897434993
433	0.01896393222
434	0.01895415142
435	0.01894770057
436	0.01893407961
437	0.01892107014
438	0.01890918742
439	0.01888870019
440	0.01887580687
441	0.01885912021
442	0.01884027345
443	0.01883307178
444	0.01881895213
445	0.01881043391
446	0.01879113461
447	0.01878299314
448	0.01877001895
449	0.01876227855
450	0.01874953626
451	0.01873494002
452	0.01872099683
453	0.01870678998
454	0.01870351056
455	0.01868734412
456	0.01867164392
457	0.01865410356
458	0.01864785968
459	0.01863501829
460	0.01861622311
461	0.01859865982
462	0.01857746758
463	0.01856017797
464	0.01855523901
465	0.0185439964
466	0.01852767052
467	0.01851624857
468	0.01850643605
469	0.01848758157
470	0.01848416737
471	0.01847861141
472	0.01846120774
473	0.0184389062
474	0.01842728306
475	0.01840855657
476	0.01839613904
477	0.01838785352
478	0.01836731234
479	0.0183528888
480	0.01834621935
481	0.0183397162
482	0.01833399102
483	0.01830606451
484	0.01829400755
485	0.01828986873
486	0.01828359413
487	0.0182807991
488	0.018265418
489	0.01824890102
490	0.01824076525
491	0.01823231326
492	0.01822658492
493	0.01821239074
494	0.01820188502
495	0.01818267862
496	0.0181761232
497	0.01816597019
498	0.01815082022
499	0.01814028566
